latitude,longitude,latlng,google_maps,title,Category,icon_image,Subcatid,Subcatname,Short_Desc,Long_Desc,Address1,Address2,City,State,Country,Zip,Neighborhood,Phone,Url,Open Hours,Wcities Url,lres_image,lres_image_2,High Res Image Url
40.72749,-74.002267,"40.72749, -74.002267","<a href=""https://www.google.com/maps/dir/Current+Location/40.72749, -74.002267"" target=""_blank"">Get directions</a>",12 Chairs Cafe,Bars And Cafes,images/food-beverages.png,69,Cafes,"Casual, Laid-Back Caf&eacute; in Trendy Soho","This small caf&eacute; is open for breakfast, lunch and dinner and has a menu which features dishes that are inspired by Israeli cuisine, which usually features a m&eacute;lange of Middle Eastern and Eastern European dishes. Interesting items on the restaurant's rather unusual menu are dishes like the Blintzeswhich can be had with turkey and mushrooms or smoked salmon and/or the Moroccan Fish. The menu at 12 Chairs Caf&eacute; also offers a wide array of salads, sandwiches, omelets and a variety of Hummus platters. The caf&eacute; serves a separate brunch menu on the weekends. ",56 MacDougal Street,No B,New York,NY,United States,10012,Soho,+1 212 254 8540,,,http://cityseekr.com/new-york/bars-cafes/poi-12-chairs-cafe-399565.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/399565.jpg,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/399565-1.JPG,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/399565.jpg
40.710077,-74.007053,"40.710077, -74.007053","<a href=""https://www.google.com/maps/dir/Current+Location/40.710077, -74.007053"" target=""_blank"">Get directions</a>",121 Fulton Street,Bars And Cafes,images/bar.png,"55,60","Lounge,Sports Bar",121 Fun street!,"121 Fulton Street is an elegant multi-functional venue with a restaurant, a lounge and a bar. Owned by the Paige Hospitality group in Tribeca, 121 Fulton Street has gained immense popularity among New Yorkers for their delicious Brunch menu and for the assortment of drinks available at the bar. If you are in no mood to cook, you can opt for a take out or get it delivered at your doorstep. 121 Fulton Street is available on rent for private parties and events. To know more contact them now!",121 Fulton Street,,New York,NY,United States,10038,Tribeca,+1 646 545 6647,http://121fultonstreet.com/,"Mo from 11:00 AM to 11:00 PM,Tu to We from 11:00 AM to 12:00 AM,Th from 11:00 AM to 01:00 AM,Fr from 11:00 AM to 02:00 AM,Sa from 10:30 AM to 02:00 AM,Su from 10:30 AM to 12:00 AM",http://cityseekr.com/new-york/bars-cafes/poi-121-fulton-street-896952.html,,,
40.764811,-73.991344,"40.764811, -73.991344","<a href=""https://www.google.com/maps/dir/Current+Location/40.764811, -73.991344"" target=""_blank"">Get directions</a>",123 Burger Shot Beer,Bars And Cafes,images/bar.png,54,Bars & Pubs,"1, 2, 3 Bargains Galore","Located a bit out of the way in Hell\'92s Kitchen on Tenth Avenue, 123 Burger Shot Beer delivers all three as promised at super cheap prices. The $1 burger is more of a slider and on par with White Castle. The other greasy food choices are better. The $2 shots include a decent selection, including kamikazes and red-headed sluts. The $3 beers are quality choices served in frosty mugs. The mugs may be 10oz, but it\'92s still a deal. BSB also offers a behemoth 100oz tube for a higher price. Skimpy-clothed waitresses provide fast, friendly service.",738 10th Avenue,,New York,NY,United States,10019,Hell's Kitchen,+1 212 315 0123,http://www.123burgershotbeer.com/,Mo to Su from 11:00 AM to 04:00 AM,http://cityseekr.com/new-york/bars-cafes/poi-123-burger-shot-beer-388589.html,,,
40.72942411,-73.98730382,"40.72942411, -73.98730382","<a href=""https://www.google.com/maps/dir/Current+Location/40.72942411, -73.98730382"" target=""_blank"">Get directions</a>",13th Step Bar & Grill,Bars And Cafes,images/bar.png,54,Bars & Pubs,Step to It,"The 13th Step on Second Avenue requires navigating some stairs to get down into the belly of this big space. There\'92s a long bar and plenty of tables. Bouncers are generally low key, but the place can get rowdy during games. Standard greasy pub grub like burgers, nachos and sliders are available. There\'92s plenty of beer on tap and in bottles. Daily drink specials vary every night and tend to start around 8pm. -Wynne Boelt",149 2nd Avenue,Between 9th and 10th Street,New York,NY,United States,10003,Noho,+1 212 228 8020,http://www.nycbestbar.com/13thstep/ ,Su to Sa from 11:30 AM to 04:00 AM,http://cityseekr.com/new-york/bars-cafes/poi-13th-step-bar-grill-680999.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/680999.jpg,,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/680999.jpg
40.713981,-73.989761,"40.713981, -73.989761","<a href=""https://www.google.com/maps/dir/Current+Location/40.713981, -73.989761"" target=""_blank"">Get directions</a>",169 Bar,Bars And Cafes,images/bar.png,59,Dive Bar,Hop In To Party All Night,"Typical of a dive bar, this little joint claims to be the oldest surviving local bar in Manhattan. Located on the Lower East Side, 169 Bar is quite famous among the locals. The hip ambiance along with a happening crowd make this bar a great place to hang out during weekends. Apart from the decent range of drinks, this place serves some awesome seafood as well. Oysters Rockefeller, Atlantic blue crab, jumbo shrimp cocktails and Louisana crawfish are some of the most amazing seafood dishes available here. Thy are also open for private events like bachelor or birthday parties. Call ahead for details.",169 East Broadway,,New York,NY,United States,10002-5543,Lower East Side,+1 212 641 0357,http://www.169barnyc.com/,Mo to Su from 01:00 PM to 04:00 AM,http://cityseekr.com/new-york/bars-cafes/poi-169-bar-837571.html,,,
40.764243,-73.967396,"40.764243, -73.967396","<a href=""https://www.google.com/maps/dir/Current+Location/40.764243, -73.967396"" target=""_blank"">Get directions</a>",1871 House,Accommodations,images/hotel.png,1,Very Expensive/Deluxe,Upper East Side Glamour,"Located in New York's most affluent neighborhood, amidst the city's finest brownstones, 1871 House is a perfect getaway for those seeking comforts of high living. Outfitted in rich browns, oriental rugs, fireplaces and antiquities, this five story townhouse offers eight supreme apartments, suites and bedrooms. Each room retains the original architectural design, save the modern amenities like WiFi, flat screen TVs, kitchen appliances and refurbished baths. Truly, 1871 House is a fine personification of old-world style and substance, and to experience it you must spend atleast a night or two here.",130 East 62nd Street,,New York,NY,United States,10065,Upper East Side,+1 212 756 8823,http://www.1871house.com/,,http://cityseekr.com/new-york/accommodation/poi-1871-house-780702.html,,,
40.722464,-73.987881,"40.722464, -73.987881","<a href=""https://www.google.com/maps/dir/Current+Location/40.722464, -73.987881"" target=""_blank"">Get directions</a>",200 Orchard,Bars And Cafes,images/bar.png,"55,63","Lounge,Cocktail Bar",That's My Jam,"Housed in the same venue as the former Orchard Bar, 200 Orchard is a stylish new lounge that is known for its fine selection of cocktails as well as the dashing music that plays each night. The resident DJs play hip-hop and 90s tracks and the exultant crowd swings to the beats. The cocktail list has fruity drinks like Grape Gone Wild, The Orchard Shuffle and The Orchard Float. The lounge has low-lighting and a cozy ambiance. It sees a lot of the singles crowd.",200 Orchard Street,Between Houston and Stanton Streets,New York,NY,United States,10002,Lower East Side,+1 212 253 2235,http://200orchard.com/,Mo to Su from 06:00 PM to 04:00 AM,http://cityseekr.com/new-york/bars-cafes/poi-200-orchard-781184.html,,,
40.7439595,-73.9877946,"40.7439595, -73.9877946","<a href=""https://www.google.com/maps/dir/Current+Location/40.7439595, -73.9877946"" target=""_blank"">Get directions</a>",230 Fifth,Bars And Cafes,images/bar.png,"54,55","Bars & Pubs,Lounge",One of NYC's Best Rooftop Views,"This famous Manhattan hot spot offers a great ambiance in a priceless rooftop location. The Penthouse Lounge, the Rooftop Garden and the indoor restaurant can together fit a huge number of people, part of why its such a popular destination. The kitchen churns out deliciously done American favorites like sliders, chicken strips and salads, with a few international surprises. Many diners come for the rooftop view of the Empire State Building, which is almost unbeatable.",230 Fifth Avenue,,New York,NY,United States,10001,Flatiron District,+1 212 725 4300,http://www.230-fifth.com,Mo to Su from 04:00 PM to 04:00 AM,http://cityseekr.com/new-york/bars-cafes/poi-230-fifth-346399.html,,,
40.722994,-73.986048,"40.722994, -73.986048","<a href=""https://www.google.com/maps/dir/Current+Location/40.722994, -73.986048"" target=""_blank"">Get directions</a>",2A,Bars And Cafes,images/bar.png,54,Bars & Pubs,Downtown Mingling,"This two-tiered East Village hangout pulls off a neat trick by feeling both hip and neighborhood friendly at the same time. Downstairs is more dive-like and has less seating than the spacious upstairs, which has comfy couches and chairs. The abundant windows allow patrons to gaze out at the Avenue A sideshow. The drinks are affordable and there is never a cover charge, which makes it a great place for meeting up with friends or just to stop in for a beer.",25 Avenue A,,New York,NY,United States,10009,Alphabet City,+1 212 505 2466,,Mo to Su from 04:00 AM to 04:00 PM,http://cityseekr.com/new-york/bars-cafes/poi-2a-5757.html,,,
40.71942,-73.985016,"40.71942, -73.985016","<a href=""https://www.google.com/maps/dir/Current+Location/40.71942, -73.985016"" target=""_blank"">Get directions</a>",2nd Floor on Clinton,Bars And Cafes,images/bar.png,"63,55","Cocktail Bar,Lounge","Exclusive, Intimate & Lovely","Accessed via the staircase at the back of the Barramundi Bar, 2nd Floor on Clinton is an intimate cocktail bar with the charm of a speakeasy. The talented mixologists whip up a selection of speciality cocktails that are sure to please even those with a discerning taste, while the cocktail-themed Roni-Sue chocolates perfectly complement the exquisite libations. With its cozy collection of furniture, intimate lighting, and personalized service, 2nd Floor on Clinton creates at ambiance that is warm, inviting and sophisticated at the same time. With classic cocktails from the 1920s and live music performances, the  bar offers its guests an opportunity to step back in time to the  glorious prohibition era every Tuesday. Unfortunately the bar does not accept reservations, and with only 11  tables on offer getting in may be a little tricky, but is certainly  worth the wait.",67 Clinton Street,2nd Floor,New York,NY,United States,10002,Lower East Side,+1 212 529 6900,http://www.2ndflooronclinton.com/,Tu to Sa from 07:00 PM to 02:00 AM,http://cityseekr.com/new-york/bars-cafes/poi-2nd-floor-on-clinton-885087.html,,,
40.73083,-74.000986,"40.73083, -74.000986","<a href=""https://www.google.com/maps/dir/Current+Location/40.73083, -74.000986"" target=""_blank"">Get directions</a>",3 Sheets Saloon,Bars And Cafes,images/bar.png,60,Sports Bar,Local Sports Bar,"If you like watching your favorite match with a bunch of people shouting at every score, 3 Sheets Saloon is the place for you. You can walk in without reservations. The bar is surprisingly inexpensive for the quality you are offered. There are flat screens all over the place so that you do not miss out on the game. Enjoy some great drink deals during happy hour.",134 West 3rd Street,,New York,NY,United States,10012,Greenwich Village,+1 212 777 1733,http://www.3sheetsnyc.com/,"Mo to Fr from 02:00 PM to 04:00 AM,Sa to Su from 12:00 PM to 04:00 AM",http://cityseekr.com/new-york/bars-cafes/poi-3-sheets-saloon-828642.html,,,
40.7428585,-73.9887867,"40.7428585, -73.9887867","<a href=""https://www.google.com/maps/dir/Current+Location/40.7428585, -73.9887867"" target=""_blank"">Get directions</a>",40/40 Club,Bars And Cafes,images/bar.png,60,Sports Bar,Upscale Sports Club,"This upscale sports bar-styled nightclub offers patrons a classy place to enjoy the finer things in life, most notably cigars, drinks and sports. Comfortable leather couches, large high definition screens and a selection of sports memorabilia give the 40/40 Club an inviting environment. For the true sports fan, keep an ear to the bar to find out about exclusive events like signings and personal appearances by the creme de la creme of the sports world, including Barry Bonds, Alex Rodriguez and Jose Canseco.",6 West 25th Street,,New York,NY,United States,10010,Gramercy/Flatiron,+1 212 832 4040,http://www.the4040club.com/,Mo to Su from 05:00 PM to 04:00 AM,http://cityseekr.com/new-york/bars-cafes/poi-40-40-club-320462.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/320462.jpg,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/320462-1.jpg,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/320462.jpg
40.761315,-73.991783,"40.761315, -73.991783","<a href=""https://www.google.com/maps/dir/Current+Location/40.761315, -73.991783"" target=""_blank"">Get directions</a>",414 Hotel,Accommodations,images/hotel.png,1,Very Expensive/Deluxe,"Unbeatable Location, Exceptional Services","Staying at 414 Hotel, you won't believe how close you are to the sleepless city's major highlights like Times Square, Broadway, Restaurant Row, Jacob Javits Convention Center and Rockefeller Center. Tucked away on a relatively quiet tree-lined street, this unique boutique hotel is for those who appreciate luxury and the finer things in life. 414 Hotel combines class and elegance to create a perfect stay experience for its guests, whether it's tireless executives or urban vacationers. Stylish and modern furnishings adorn each room, from hypoallergenic pillows, iPod docks and flat screen TVs to deluxe facial and body products. Complimentary services include continental breakfast, WiFi access and concierge services.",414 West 46th Street,,New York,NY,United States,10036,Hell's Kitchen,+1 212 399 0006,http://www.414hotel.com/,,http://cityseekr.com/new-york/accommodation/poi-414-hotel-780762.html,,,
40.759064,-73.981953,"40.759064, -73.981953","<a href=""https://www.google.com/maps/dir/Current+Location/40.759064, -73.981953"" target=""_blank"">Get directions</a>",48 Lounge,Bars And Cafes,images/bar.png,"63,55","Cocktail Bar,Lounge",Glamorous Lounge,"48 Lounge, the upscale establishment in Midtown New York, gets its name from the street it's located on. Bartenders create inventive concoctions from a range of liquors. To complement the top quality libations, are an ever-evolving menu of appetizers designed by Blue Ribbon. The plush leather sofas, illuminated facades and dazzling aura exude glamorous and sophisticated vibe. A popular choice among NYC elite, this place is a celebrity favorite and has the likes of Jimmy Fallon and Denzel Washington frequenting.",1221 Avenue of the Americas,48th Between 6th and 7th,New York,NY,United States,10020,Midtown,+1 212 554 4848,http://www.48nyc.com/,"Mo from 04:00 PM to 12:00 AM,Tu to Th from 04:00 PM to 02:00 AM,Fr from 04:00 PM to 04:00 AM,Sa from 05:00 PM to 04:00 AM",http://cityseekr.com/new-york/bars-cafes/poi-48-lounge-725810.html,,,
40.732987,-74.003882,"40.732987, -74.003882","<a href=""https://www.google.com/maps/dir/Current+Location/40.732987, -74.003882"" target=""_blank"">Get directions</a>",49 Grove,Bars And Cafes,images/bar.png,"54,468","Bars & Pubs,Live Music",Trendy Lounge,"49 Grove ranges from the 20 something hipster to the 40 plus Wall Street executive. This establishment plays a wide range of music from top 40, hip hop, house, dance, 80s and even rock. 49 Grove takes pride in being something for everyone, even the most discriminating of consumer. The lounge can also be rented out. It is segmented into four distinct rooms, enabling the lounge to serve even the smallest groups. Mahogany woods, lavish fabrics, and a state-of-the-art audio/visual system make 49 Grove an ideal destination for corporate events, film premieres, cocktail receptions, photo shoots, birthday celebrations, wrap parties, after-parties or just a night out on the town with friends.",49 Grove Street,,New York,NY,United States,10014,Soho,+1 212 727 1100,http://www.49grovenyc.com/,Fr to Sa from 10:00 PM to 04:00 AM,http://cityseekr.com/new-york/bars-cafes/poi-49-grove-380895.html,,,
40.7115374,-73.9432329,"40.7115374, -73.9432329","<a href=""https://www.google.com/maps/dir/Current+Location/40.7115374, -73.9432329"" target=""_blank"">Get directions</a>",4th Down Sports Bar,Bars And Cafes,images/bar.png,60,Sports Bar,Who Got Game,"If you're looking to catch the big game in Williamsburg, 4th Down is one of your best bets. This bar features more than sufficient flat screen TVs to show all the matchups, from pro sports to college and non-local teams. The friendly staff may even tune in to your game for you if its not already on. The full bar lets you settle in with a pitcher of beer or your favorite cocktail to see how the teams match up. Although there is no kitchen, they do allow you to bring in your own food to enjoy. For the non-sports viewing inclined, there are also a couple of skee-ball lanes, life-sized Jenga, air hockey and few other arcade games.",750 Grand Street,,Brooklyn,NY,United States,11211,Williamsburg/Brooklyn,+1 917 744 6522,http://4thdownsportsbar.com/,"Mo to Fr from 02:00 PM to 03:00 AM,Sa from 09:00 AM to 03:00 AM,Su from 12:00 PM to 03:00 AM",http://cityseekr.com/new-york/bars-cafes/poi-4th-down-sports-bar-950955.html,,,
40.72562,-74.009381,"40.72562, -74.009381","<a href=""https://www.google.com/maps/dir/Current+Location/40.72562, -74.009381"" target=""_blank"">Get directions</a>",508 Restaurant & Bar,Bars And Cafes,images/bar.png,54,Bars & Pubs,Mediterranean Bar and Restaurant,"508 Restaurant & Bar serves Mediterranean cuisine with tapas and Shawarma Pizza, Kabocha Croquettes and Ceviche. The menu is really extensive, making it difficult to choose. The best  thing to do would be to go in a group, order as much as possible and  share! The bar offers specials like oysters for USD1 each and sangria too. The private venue here is private indeed, with a secret passage going through the kitchen.  The venue is cute with soft lighting and white chairs adding a degree of class. The staff is also helpful and attentive.",508 Greenwich Street,Between Spring Street and Canal Street,New York,NY,United States,10013,Soho,+1 212 219 2444,http://www.508nyc.com/,"Mo to We from 11:00 AM to 12:00 AM,Th to Fr from 11:00 AM to 02:00 AM,Sa from 05:00 PM to 02:00 AM,Su from 11:00 AM to 12:00 AM",http://cityseekr.com/new-york/bars-cafes/poi-508-restaurant-bar-783278.html,,,
40.733714,-74.002174,"40.733714, -74.002174","<a href=""https://www.google.com/maps/dir/Current+Location/40.733714, -74.002174"" target=""_blank"">Get directions</a>",55 Bar,Bars And Cafes,images/bar.png,59,Dive Bar,A Musical Dive,"This is one of those bars you wish you lived a few apartments down from, although the 8a opening time might become a threat to your better nature. There is nothing impressive about the decor of this dark, usually mellow venue, but it is comfortable and has plenty of chairs. The beer is cheap at 55 Bar, and there is a small stage area in the front that hosts talented jazz, blues, folk and funk musicians. There is music every night of the week, and almost never a cover charge. Only Cash is accepted.",55 Christopher Street,At Seventh Avenue,New York,NY,United States,10014,West Village,+1 212 929 9883,http://www.55bar.com,,http://cityseekr.com/new-york/bars-cafes/poi-55-bar-127278.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/127278-1.jpg,,
40.687147,-73.990846,"40.687147, -73.990846","<a href=""https://www.google.com/maps/dir/Current+Location/40.687147, -73.990846"" target=""_blank"">Get directions</a>",61 Local,Bars And Cafes,images/bar.png,"54,66","Bars & Pubs,Bierkeller",For Beer Lovers,"Situated in Boerum Hill, just off Smith Street on Bergen Street, 61 Local is a bright sunny welcoming beer space specializing in local food and drink. On busy nights seating is limited, so there's a chance for some standing. Even if you have to share a table, there's a good chance new friends will be made anyway. Staff are very knowledgeable about the beers and are willing to offer samples before you make your selection. There's also a basic menu featuring snacks, like grilled cheeses and cured meat plates. Overall, the vibe is good at 61 Local anytime and a good reason to venture to Brooklyn.",61 Bergen St,,Brooklyn,NY,United States,11201,Brooklyn,+1 347 7636624,http://www.61local.com,"Su to Th from 11:00 AM to 12:00 AM,Fr to Sa from 11:00 AM to 01:00 AM",http://cityseekr.com/new-york/bars-cafes/poi-61-local-722056.html,,,
40.750253,-73.979062,"40.750253, -73.979062","<a href=""https://www.google.com/maps/dir/Current+Location/40.750253, -73.979062"" target=""_blank"">Get directions</a>",70 Park Avenue,Accommodations,images/hotel.png,1,Very Expensive/Deluxe,Hotel Oasis,"Located in the heart of Manhattan, within comfortable walking distance of some of the busiest areas of Midtown: Rockefeller Center, Chrysler Building, the United Nations and the Empire State Building, the grand 70 Park Avenue Hotel is undoubtedly one of New York's finest hotels. One of the best luxury hotels that money can buy. From the most contemporary facilities, right to a pillow menu for guests, every need is taken care of at this up-scale hotel. Union Park, Fifth Avenue shopping, Broadway, museums and New York's stylish nightclubs are located a stone's throw away.",38th Street,,New York,NY,United States,10016,Hell's Kitchen,+1 212 973 2400,http://www.70parkave.com/,,http://cityseekr.com/new-york/accommodation/poi-70-park-avenue-72049.html,http://c0056904.cdn2.cloudfiles.rackspacecloud.com/72049.jpg,,http://c0056906.cdn2.cloudfiles.rackspacecloud.com/72049.jpg
