county,fips,cand,st,pct_report,votes,total_votes,pct,lead
Franklin County,18047,Donald Trump,IN,1,8665,10990,0.78844404,Donald Trump
Orleans County,50019,Donald Trump,VT,1,5158,10988,0.469421187,Hillary Clinton
Fillmore County,27045,Donald Trump,MN,1,6271,10976,0.571337464,Donald Trump
Sumter County,13261,Donald Trump,GA,1,5275,10973,0.480725417,Hillary Clinton
Madison County,37115,Donald Trump,NC,1,6735,10966,0.614171074,Donald Trump
Douglas County,53017,Donald Trump,WA,0.6,6875,10949,0.627911225,Donald Trump
Marengo County,1091,Donald Trump,AL,1,5224,10948,0.477164779,Hillary Clinton
Rhea County,47143,Donald Trump,TN,1,8650,10946,0.790243011,Donald Trump
Churchill County,32001,Donald Trump,NV,1,7828,10936,0.715801024,Donald Trump
Texas County,29215,Donald Trump,MO,1,8875,10935,0.811614083,Donald Trump
Upson County,13293,Donald Trump,GA,1,7288,10924,0.667154888,Donald Trump
Shelby County,17173,Donald Trump,IL,1,8209,10912,0.752291056,Donald Trump
Jersey County,17083,Donald Trump,IL,1,7737,10909,0.70923091,Donald Trump
Assumption Parish,22007,Donald Trump,LA,1,6714,10904,0.615737344,Donald Trump
Logan County,21141,Donald Trump,KY,1,7778,10899,0.713643454,Donald Trump
Union Parish,22111,Donald Trump,LA,1,7972,10894,0.731778961,Donald Trump
Ray County,29177,Donald Trump,MO,1,7103,10835,0.655560683,Donald Trump
Marion County,47115,Donald Trump,TN,1,7680,10832,0.70901034,Donald Trump
Washington County,19183,Donald Trump,IA,1,6170,10824,0.570029564,Donald Trump
Holmes County,39075,Donald Trump,OH,1,8578,10823,0.792571376,Donald Trump
Fayette County,39047,Donald Trump,OH,1,7763,10817,0.717666636,Donald Trump
Randolph County,54083,Donald Trump,WV,1,7583,10816,0.701090976,Donald Trump
Menominee County,26109,Donald Trump,MI,1,6704,10765,0.622758941,Donald Trump
DeSoto County,12027,Donald Trump,FL,1,6744,10761,0.626707555,Donald Trump
Harlan County,21095,Donald Trump,KY,1,9129,10757,0.848656689,Donald Trump
Kewaunee County,55061,Donald Trump,WI,1,6616,10742,0.615900205,Donald Trump
Carroll County,5015,Donald Trump,AR,1,6773,10736,0.630868107,Donald Trump
Daviess County,18027,Donald Trump,IN,1,8545,10736,0.795920268,Donald Trump
Abbeville County,45001,Donald Trump,SC,1,6742,10724,0.628683327,Donald Trump
Blaine County,16013,Donald Trump,ID,1,3340,10723,0.311479996,Hillary Clinton
Polk County,37149,Donald Trump,NC,1,6738,10723,0.628368927,Donald Trump
Los Alamos County,35028,Donald Trump,NM,1,3329,10716,0.310656962,Hillary Clinton
McCurtain County,40089,Donald Trump,OK,1,8642,10709,0.806984779,Donald Trump
Claiborne County,47025,Donald Trump,TN,1,8589,10706,0.802260415,Donald Trump
Peach County,13225,Donald Trump,GA,1,5405,10699,0.505187401,Donald Trump
San Miguel County,35047,Donald Trump,NM,1,2302,10697,0.215200524,Hillary Clinton
Ottawa County,40115,Donald Trump,OK,1,7627,10686,0.713737601,Donald Trump
Rockbridge County,51163,Donald Trump,VA,1,6671,10685,0.624333177,Donald Trump
Jerome County,16053,Donald Trump,ID,1,7347,10667,0.688759726,Donald Trump
Page County,51139,Donald Trump,VA,1,7824,10663,0.733752227,Donald Trump
Franklin County,20059,Donald Trump,KS,1,7025,10658,0.659129293,Donald Trump
Saunders County,31155,Donald Trump,NE,1,7486,10598,0.706359691,Donald Trump
Osceola County,26133,Donald Trump,MI,1,7336,10597,0.692271398,Donald Trump
Mercer County,21167,Donald Trump,KY,1,7740,10584,0.731292517,Donald Trump
Washington County,31177,Donald Trump,NE,1,7374,10584,0.696712018,Donald Trump
Dunklin County,29069,Donald Trump,MO,1,8026,10574,0.759031587,Donald Trump
Winchester city,51840,Donald Trump,VA,1,4786,10574,0.452619633,Hillary Clinton
Grayson County,21085,Donald Trump,KY,1,8219,10572,0.77743095,Donald Trump
Perry County,21193,Donald Trump,KY,1,8158,10572,0.771660991,Donald Trump
Plaquemines Parish,22075,Donald Trump,LA,1,6900,10572,0.652667423,Donald Trump
Dodge County,27039,Donald Trump,MN,1,6527,10564,0.617853086,Donald Trump
Custer County,40039,Donald Trump,OK,1,7818,10531,0.742379641,Donald Trump
Garvin County,40049,Donald Trump,OK,1,8243,10531,0.782736682,Donald Trump
Houston County,27055,Donald Trump,MN,1,5616,10515,0.534094151,Donald Trump
Caswell County,37033,Donald Trump,NC,1,5758,10515,0.547598669,Donald Trump
Cherokee County,1019,Donald Trump,AL,1,8809,10503,0.838712749,Donald Trump
Mahaska County,19123,Donald Trump,IA,1,7404,10494,0.705546026,Donald Trump
Martin County,27091,Donald Trump,MN,1,7062,10469,0.674562996,Donald Trump
Aransas County,48007,Donald Trump,TX,1,7730,10467,0.738511512,Donald Trump
Randolph County,18135,Donald Trump,IN,1,7515,10456,0.71872609,Donald Trump
Grenada County,28043,Donald Trump,MS,1,5940,10442,0.568856541,Donald Trump
Neshoba County,28099,Donald Trump,MS,1,7613,10438,0.729354282,Donald Trump
Carroll County,19027,Donald Trump,IA,1,6627,10435,0.635074269,Donald Trump
Panola County,48365,Donald Trump,TX,1,8445,10413,0.811005474,Donald Trump
Juniata County,42067,Donald Trump,PA,1,8234,10402,0.791578543,Donald Trump
Ohio County,21183,Donald Trump,KY,1,7942,10398,0.763800731,Donald Trump
Wyandot County,39175,Donald Trump,OH,1,7346,10396,0.70661793,Donald Trump
Anson County,37007,Donald Trump,NC,1,4480,10394,0.431017895,Hillary Clinton
Barbour County,1005,Donald Trump,AL,1,5431,10390,0.522714148,Donald Trump
Pitkin County,8097,Donald Trump,CO,1,2522,10387,0.242803504,Hillary Clinton
Ogemaw County,26129,Donald Trump,MI,1,6827,10386,0.657327171,Donald Trump
Hood River County,41027,Donald Trump,OR,1,3223,10383,0.310411249,Hillary Clinton
Llano County,48299,Donald Trump,TX,1,8283,10377,0.798207574,Donald Trump
Wayne County,13305,Donald Trump,GA,1,8147,10376,0.785177332,Donald Trump
Pottawatomie County,20149,Donald Trump,KS,1,7451,10359,0.719277923,Donald Trump
Marlboro County,45069,Donald Trump,SC,1,4257,10353,0.411185164,Hillary Clinton
Carroll County,47017,Donald Trump,TN,1,7731,10333,0.748185425,Donald Trump
Lewis County,36049,Donald Trump,NY,1,6916,10312,0.670674942,Donald Trump
Randolph County,29175,Donald Trump,MO,1,7529,10309,0.730332719,Donald Trump
San Jacinto County,48407,Donald Trump,TX,1,8050,10305,0.781174187,Donald Trump
Carter County,21043,Donald Trump,KY,1,7587,10274,0.738466031,Donald Trump
Winston County,1133,Donald Trump,AL,1,9225,10255,0.89956119,Donald Trump
Dickinson County,19059,Donald Trump,IA,1,6743,10247,0.658046257,Donald Trump
Park County,8093,Donald Trump,CO,1,6053,10245,0.590824793,Donald Trump
Decatur County,13087,Donald Trump,GA,1,6009,10238,0.586931041,Donald Trump
Benzie County,26019,Donald Trump,MI,1,5539,10221,0.541923491,Donald Trump
Bandera County,48019,Donald Trump,TX,1,8159,10213,0.798883776,Donald Trump
Jackson County,19097,Donald Trump,IA,1,5821,10204,0.570462564,Donald Trump
Clinton County,29049,Donald Trump,MO,1,7058,10197,0.692164362,Donald Trump
Monroe County,1099,Donald Trump,AL,1,5771,10185,0.566617575,Donald Trump
Palo Pinto County,48363,Donald Trump,TX,1,8222,10175,0.808058968,Donald Trump
Henderson County,47077,Donald Trump,TN,1,8118,10172,0.798073142,Donald Trump
Buchanan County,19019,Donald Trump,IA,1,5504,10137,0.542961428,Donald Trump
Adair County,29001,Donald Trump,MO,1,6019,10137,0.593765414,Donald Trump
Randolph County,1111,Donald Trump,AL,1,7697,10130,0.75982231,Donald Trump
Warren County,37185,Donald Trump,NC,1,3302,10123,0.326187889,Hillary Clinton
Mason County,54053,Donald Trump,WV,1,7597,10115,0.751062778,Donald Trump
Adams County,55001,Donald Trump,WI,1,5983,10107,0.591965964,Donald Trump
Hertford County,37091,Donald Trump,NC,1,3081,10100,0.305049505,Hillary Clinton
Langlade County,55067,Donald Trump,WI,1,6436,10093,0.637669672,Donald Trump
Barton County,20009,Donald Trump,KS,1,7766,10088,0.769825535,Donald Trump
Hart County,13147,Donald Trump,GA,1,7285,10077,0.722933413,Donald Trump
San Juan County,53055,Donald Trump,WA,0.8333,2523,10059,0.250820161,Hillary Clinton
Scott County,51169,Donald Trump,VA,1,8242,10055,0.819691696,Donald Trump
Amador County,6005,Donald Trump,CA,1,6069,10049,0.603940691,Donald Trump
Audrain County,29007,Donald Trump,MO,1,6981,10043,0.695111023,Donald Trump
East Feliciana Parish,22037,Donald Trump,LA,1,5569,10042,0.554570803,Donald Trump
McNairy County,47109,Donald Trump,TN,1,7839,10035,0.781165919,Donald Trump
Jones County,19105,Donald Trump,IA,1,5718,10011,0.571171711,Donald Trump
Clay County,28025,Donald Trump,MS,1,4136,9960,0.415261044,Hillary Clinton
Spencer County,18147,Donald Trump,IN,1,6572,9959,0.659905613,Donald Trump
Malheur County,41045,Donald Trump,OR,1,7141,9950,0.717688442,Donald Trump
Hardin County,47071,Donald Trump,TN,1,8012,9949,0.805307066,Donald Trump
Stutsman County,38093,Donald Trump,ND,1,6706,9938,0.674783659,Donald Trump
Ouachita County,5103,Donald Trump,AR,1,5347,9929,0.538523517,Donald Trump
Crawford County,29055,Donald Trump,MO,1,7724,9920,0.778629032,Donald Trump
White County,18181,Donald Trump,IN,1,6813,9902,0.68804282,Donald Trump
Yazoo County,28163,Donald Trump,MS,1,4568,9892,0.461787303,Hillary Clinton
Prentiss County,28117,Donald Trump,MS,1,7647,9871,0.774693547,Donald Trump
Scott County,28123,Donald Trump,MS,1,5742,9867,0.581939799,Donald Trump
Henry County,29083,Donald Trump,MO,1,7072,9855,0.717605277,Donald Trump
Gage County,31067,Donald Trump,NE,1,6333,9854,0.642683174,Donald Trump
George County,28039,Donald Trump,MS,1,8652,9831,0.880073238,Donald Trump
Fayette County,19065,Donald Trump,IA,1,5591,9813,0.569754407,Donald Trump
Yancey County,37199,Donald Trump,NC,1,6367,9808,0.649163948,Donald Trump
Sabine Parish,22085,Donald Trump,LA,1,7877,9785,0.805007665,Donald Trump
Sanpete County,49039,Donald Trump,UT,1,6436,9778,0.658212313,Donald Trump
White County,47185,Donald Trump,TN,1,7657,9776,0.783244681,Donald Trump
Northampton County,37131,Donald Trump,NC,1,3556,9761,0.364306936,Hillary Clinton
Stephens County,13257,Donald Trump,GA,1,7682,9760,0.787090164,Donald Trump
Finney County,20055,Donald Trump,KS,1,6155,9731,0.632514644,Donald Trump
Bell County,21013,Donald Trump,KY,1,7764,9718,0.798929821,Donald Trump
Perry County,17145,Donald Trump,IL,1,6816,9706,0.702246033,Donald Trump
Logan County,8075,Donald Trump,CO,1,7272,9702,0.749536178,Donald Trump
Poweshiek County,19157,Donald Trump,IA,1,4936,9693,0.509233467,Donald Trump
Asotin County,53003,Donald Trump,WA,0.7143,5712,9684,0.58983891,Donald Trump
Itawamba County,28057,Donald Trump,MS,1,8385,9634,0.870354993,Donald Trump
Yankton County,46135,Donald Trump,SD,1,5654,9616,0.587978369,Donald Trump
Richland Parish,22083,Donald Trump,LA,1,6286,9596,0.65506461,Donald Trump
Benton County,29015,Donald Trump,MO,1,7212,9584,0.752504174,Donald Trump
Waseca County,27161,Donald Trump,MN,1,5967,9579,0.622925149,Donald Trump
Johnson County,21115,Donald Trump,KY,1,8043,9572,0.840263268,Donald Trump
Leflore County,28083,Donald Trump,MS,1,2757,9566,0.288208238,Hillary Clinton
Lincoln County,21137,Donald Trump,KY,1,7338,9561,0.76749294,Donald Trump
Grant County,21081,Donald Trump,KY,1,7268,9556,0.760569276,Donald Trump
LaGrange County,18087,Donald Trump,IN,1,7025,9552,0.735448074,Donald Trump
Brooke County,54009,Donald Trump,WV,1,6574,9540,0.689098532,Donald Trump
Wayne County,28153,Donald Trump,MS,1,5957,9534,0.624816446,Donald Trump
Fayette County,18041,Donald Trump,IN,1,6839,9530,0.717628541,Donald Trump
Grimes County,48185,Donald Trump,TX,1,7065,9528,0.741498741,Donald Trump
Fayette County,17051,Donald Trump,IL,1,7363,9515,0.773830793,Donald Trump
Spencer County,21215,Donald Trump,KY,1,7196,9513,0.756438558,Donald Trump
Greene County,51079,Donald Trump,VA,1,5943,9503,0.625381458,Donald Trump
Pickens County,1107,Donald Trump,AL,1,5454,9494,0.574468085,Donald Trump
Sumner County,20191,Donald Trump,KS,1,6844,9494,0.720876343,Donald Trump
Bayfield County,55007,Donald Trump,WI,1,4125,9491,0.434622274,Hillary Clinton
Kleberg County,48273,Donald Trump,TX,1,4364,9483,0.460191922,Hillary Clinton
Barnwell County,45011,Donald Trump,SC,1,4888,9479,0.51566621,Donald Trump
Butts County,13035,Donald Trump,GA,1,6717,9477,0.708768598,Donald Trump
Mingo County,54059,Donald Trump,WV,1,7876,9469,0.831766818,Donald Trump
Nodaway County,29147,Donald Trump,MO,1,6379,9439,0.675813116,Donald Trump
Morgan County,13211,Donald Trump,GA,1,6559,9435,0.69517753,Donald Trump
Putnam County,13237,Donald Trump,GA,1,6516,9431,0.690912947,Donald Trump
Taylor County,55119,Donald Trump,WI,1,6589,9417,0.699692046,Donald Trump
Meigs County,39105,Donald Trump,OH,1,6869,9410,0.729968119,Donald Trump
Sunflower County,28133,Donald Trump,MS,1,2768,9406,0.294280247,Hillary Clinton
Cedar County,19031,Donald Trump,IA,1,5275,9386,0.562007245,Donald Trump
Nicholas County,54067,Donald Trump,WV,1,7169,9385,0.76387853,Donald Trump
Bertie County,37015,Donald Trump,NC,1,3476,9380,0.370575693,Hillary Clinton
Lee County,51105,Donald Trump,VA,1,7542,9353,0.806372287,Donald Trump
Burke County,13033,Donald Trump,GA,1,4491,9350,0.480320856,Hillary Clinton
Caddo County,40015,Donald Trump,OK,1,6473,9336,0.693337618,Donald Trump
Green Lake County,55047,Donald Trump,WI,1,6210,9315,0.666666667,Donald Trump
Gunnison County,8051,Donald Trump,CO,1,3250,9299,0.349499946,Hillary Clinton
Henry County,19087,Donald Trump,IA,0.9,5764,9286,0.620719362,Donald Trump
Taylor County,12123,Donald Trump,FL,1,6923,9279,0.746093329,Donald Trump
Washington County,29221,Donald Trump,MO,1,7047,9279,0.759456838,Donald Trump
Lincoln County,30053,Donald Trump,MT,1,6720,9272,0.724762726,Donald Trump
McDuffie County,13189,Donald Trump,GA,1,5432,9268,0.586102719,Donald Trump
Allen Parish,22003,Donald Trump,LA,1,6867,9245,0.742779881,Donald Trump
Saline County,29195,Donald Trump,MO,1,5977,9245,0.646511628,Donald Trump
Hardeman County,47069,Donald Trump,TN,1,4912,9242,0.531486691,Donald Trump
Starke County,18149,Donald Trump,IN,1,6367,9226,0.690114893,Donald Trump
Buchanan County,51027,Donald Trump,VA,1,7292,9220,0.790889371,Donald Trump
Jackson County,55053,Donald Trump,WI,1,4907,9202,0.533253641,Donald Trump
Grady County,13131,Donald Trump,GA,1,6047,9187,0.658212692,Donald Trump
Aitkin County,27001,Donald Trump,MN,1,5516,9185,0.600544366,Donald Trump
Meriwether County,13199,Donald Trump,GA,1,5216,9181,0.568129833,Donald Trump
Upshur County,54097,Donald Trump,WV,1,6971,9180,0.759368192,Donald Trump
Titus County,48449,Donald Trump,TX,1,6405,9176,0.698016565,Donald Trump
Kent County,24029,Donald Trump,MD,1,4598,9166,0.501636483,Donald Trump
Delaware County,19055,Donald Trump,IA,1,5688,9165,0.620621931,Donald Trump
Franklin Parish,22041,Donald Trump,LA,1,6514,9162,0.710980135,Donald Trump
Piscataquis County,23021,Donald Trump,ME,1,5403,9144,0.590879265,Donald Trump
Tippah County,28139,Donald Trump,MS,1,7182,9143,0.785518976,Donald Trump
Andrew County,29003,Donald Trump,MO,1,6665,9140,0.729212254,Donald Trump
Letcher County,21133,Donald Trump,KY,1,7293,9134,0.798445369,Donald Trump
Waynesboro city,51820,Donald Trump,VA,1,4798,9114,0.526442835,Donald Trump
Prince Edward County,51147,Donald Trump,VA,1,4099,9113,0.449796993,Hillary Clinton
Toombs County,13279,Donald Trump,GA,1,6612,9108,0.725955204,Donald Trump
Clayton County,19043,Donald Trump,IA,1,5309,9098,0.583534843,Donald Trump
Lassen County,6035,Donald Trump,CA,1,6533,9089,0.718780944,Donald Trump
King William County,51101,Donald Trump,VA,1,5963,9088,0.656139965,Donald Trump
Johnson County,5071,Donald Trump,AR,1,6072,9086,0.668280872,Donald Trump
Park County,30067,Donald Trump,MT,1,4872,9086,0.536209553,Donald Trump
Shelby County,48419,Donald Trump,TX,1,7171,9072,0.790454145,Donald Trump
Scott County,18143,Donald Trump,IN,1,6074,9060,0.670419426,Donald Trump
Washburn County,55129,Donald Trump,WI,1,5404,9059,0.596533834,Donald Trump
Yates County,36123,Donald Trump,NY,1,5180,8975,0.577158774,Donald Trump
Hopewell city,51670,Donald Trump,VA,1,3885,8968,0.433206958,Hillary Clinton
Uvalde County,48463,Donald Trump,TX,1,4828,8936,0.540286482,Donald Trump
Kalkaska County,26079,Donald Trump,MI,1,6213,8920,0.696524664,Donald Trump
Coahoma County,28027,Donald Trump,MS,1,2426,8912,0.272217235,Hillary Clinton
Piatt County,17147,Donald Trump,IL,1,5623,8899,0.631868749,Donald Trump
Lincoln County,35027,Donald Trump,NM,1,5889,8892,0.662280702,Donald Trump
Columbia County,5027,Donald Trump,AR,1,5456,8887,0.61393046,Donald Trump
Jefferson County,41031,Donald Trump,OR,1,5337,8874,0.601419878,Donald Trump
Southampton County,51175,Donald Trump,VA,1,5035,8872,0.56751578,Donald Trump
Pacific County,53049,Donald Trump,WA,0.7143,4444,8872,0.500901713,Donald Trump
Concordia Parish,22029,Donald Trump,LA,1,5474,8869,0.617205998,Donald Trump
Rowan County,21205,Donald Trump,KY,1,5174,8842,0.585161728,Donald Trump
Paulding County,39125,Donald Trump,OH,1,6359,8842,0.719181181,Donald Trump
Greene County,13133,Donald Trump,GA,1,5488,8831,0.621447175,Donald Trump
Plumas County,6063,Donald Trump,CA,1,5079,8830,0.575198188,Donald Trump
Grant Parish,22043,Donald Trump,LA,1,7406,8819,0.839777753,Donald Trump
Morgan County,29141,Donald Trump,MO,1,6757,8815,0.766534317,Donald Trump
Hale County,48189,Donald Trump,TX,1,6347,8802,0.721086117,Donald Trump
Bourbon County,21017,Donald Trump,KY,1,5569,8795,0.633200682,Donald Trump
Hampton County,45049,Donald Trump,SC,1,3483,8794,0.396065499,Hillary Clinton
Covington County,28031,Donald Trump,MS,1,5423,8790,0.616951081,Donald Trump
Iowa County,19095,Donald Trump,IA,1,5193,8789,0.590852202,Donald Trump
Breckinridge County,21027,Donald Trump,KY,1,6484,8771,0.739254361,Donald Trump
Winston County,28159,Donald Trump,MS,1,4874,8771,0.555694904,Donald Trump
Somerset County,24039,Donald Trump,MD,1,5056,8768,0.576642336,Donald Trump
Bibb County,1007,Donald Trump,AL,1,6733,8748,0.769661637,Donald Trump
Macon County,1087,Donald Trump,AL,1,1394,8748,0.159350709,Hillary Clinton
Perry County,29157,Donald Trump,MO,1,6907,8732,0.790998626,Donald Trump
Burnett County,55013,Donald Trump,WI,1,5412,8719,0.620713385,Donald Trump
Howard County,48227,Donald Trump,TX,1,6635,8692,0.763345605,Donald Trump
Butler County,1013,Donald Trump,AL,1,4891,8685,0.563154865,Donald Trump
Lauderdale County,47097,Donald Trump,TN,1,4884,8678,0.562802489,Donald Trump
Pike County,13231,Donald Trump,GA,1,7273,8675,0.838386167,Donald Trump
Boone County,54005,Donald Trump,WV,1,6483,8654,0.749133349,Donald Trump
Tama County,19171,Donald Trump,IA,1,4968,8636,0.575266327,Donald Trump
Lavaca County,48285,Donald Trump,TX,1,7339,8633,0.850110043,Donald Trump
Carroll County,18015,Donald Trump,IN,1,6273,8609,0.728656058,Donald Trump
Milam County,48331,Donald Trump,TX,1,6340,8607,0.736609736,Donald Trump
Montague County,48337,Donald Trump,TX,1,7526,8604,0.874709437,Donald Trump
Newton County,28101,Donald Trump,MS,1,5929,8594,0.68989993,Donald Trump
Nobles County,27105,Donald Trump,MN,1,5299,8592,0.616736499,Donald Trump
Vernon County,29217,Donald Trump,MO,1,6526,8576,0.760960821,Donald Trump
Sullivan County,18153,Donald Trump,IN,1,6138,8559,0.717139853,Donald Trump
Saluda County,45081,Donald Trump,SC,1,5525,8559,0.645519336,Donald Trump
Hampshire County,54027,Donald Trump,WV,1,6646,8557,0.776674068,Donald Trump
Clay County,19041,Donald Trump,IA,1,5870,8542,0.687192695,Donald Trump
Montour County,42093,Donald Trump,PA,1,5274,8535,0.617926186,Donald Trump
Madison County,19121,Donald Trump,IA,1,5336,8523,0.626070632,Donald Trump
Owen County,18119,Donald Trump,IN,1,6151,8520,0.721948357,Donald Trump
Elmore County,16039,Donald Trump,ID,1,5816,8519,0.682709238,Donald Trump
Union County,17181,Donald Trump,IL,1,5780,8514,0.678881842,Donald Trump
Grand County,8049,Donald Trump,CO,1,4467,8513,0.524726888,Donald Trump
Crawford County,17033,Donald Trump,IL,1,6146,8507,0.722463853,Donald Trump
Holmes County,12059,Donald Trump,FL,1,7476,8506,0.878909005,Donald Trump
Clark County,5019,Donald Trump,AR,1,4398,8505,0.517107584,Donald Trump
Kossuth County,19109,Donald Trump,IA,1,5637,8505,0.662786596,Donald Trump
Madison County,12079,Donald Trump,FL,1,4849,8503,0.570269317,Donald Trump
Washington County,1129,Donald Trump,AL,1,6031,8492,0.710197833,Donald Trump
Patrick County,51141,Donald Trump,VA,1,6454,8489,0.760278007,Donald Trump
Dawson County,31047,Donald Trump,NE,1,5935,8486,0.699387226,Donald Trump
Colorado County,48089,Donald Trump,TX,1,6323,8480,0.745636792,Donald Trump
Baker County,41001,Donald Trump,OR,1,6160,8479,0.726500767,Donald Trump
Franklin County,13119,Donald Trump,GA,1,7054,8474,0.832428605,Donald Trump
Jasper County,28061,Donald Trump,MS,1,4032,8468,0.476145489,Hillary Clinton
Ste. Genevieve County,29186,Donald Trump,MO,1,5495,8459,0.649603972,Donald Trump
Bee County,48025,Donald Trump,TX,1,4743,8458,0.560770868,Donald Trump
Leake County,28079,Donald Trump,MS,1,4775,8436,0.566026553,Donald Trump
Colonial Heights city,51570,Donald Trump,VA,1,5681,8427,0.674142637,Donald Trump
Hardin County,19083,Donald Trump,IA,1,5231,8423,0.621037635,Donald Trump
Schuyler County,36097,Donald Trump,NY,1,5179,8423,0.614864063,Donald Trump
Washington County,13303,Donald Trump,GA,1,4138,8422,0.491332225,Hillary Clinton
Gilchrist County,12041,Donald Trump,FL,1,6740,8418,0.800665241,Donald Trump
Mercer County,17131,Donald Trump,IL,1,4800,8417,0.570274445,Donald Trump
Lincoln County,56023,Donald Trump,WY,1,6779,8398,0.807216004,Donald Trump
Cherokee County,20021,Donald Trump,KS,1,6017,8386,0.717505366,Donald Trump
Fulton County,18049,Donald Trump,IN,1,6010,8374,0.717697636,Donald Trump
Tishomingo County,28141,Donald Trump,MS,1,7117,8310,0.856438026,Donald Trump
Houston County,48225,Donald Trump,TX,1,6205,8302,0.747410263,Donald Trump
Whitman County,53075,Donald Trump,WA,0.5455,3732,8300,0.449638554,Hillary Clinton
Westmoreland County,51193,Donald Trump,VA,1,4331,8291,0.522373658,Donald Trump
Worth County,13321,Donald Trump,GA,1,6144,8266,0.743285749,Donald Trump
Wayne County,17191,Donald Trump,IL,1,6963,8256,0.843386628,Donald Trump
Nelson County,51125,Donald Trump,VA,1,4150,8247,0.50321329,Donald Trump
Chattooga County,13055,Donald Trump,GA,1,6457,8246,0.783046325,Donald Trump
McDonald County,29119,Donald Trump,MO,1,6599,8233,0.801530426,Donald Trump
Adair County,21001,Donald Trump,KY,1,6637,8231,0.806341878,Donald Trump
Idaho County,16049,Donald Trump,ID,1,6441,8223,0.78329077,Donald Trump
Polk County,5113,Donald Trump,AR,1,6606,8215,0.804138771,Donald Trump
Fayette County,1057,Donald Trump,AL,1,6705,8196,0.818081991,Donald Trump
Giles County,51071,Donald Trump,VA,1,5930,8196,0.72352367,Donald Trump
Overton County,47133,Donald Trump,TN,1,6055,8195,0.738865162,Donald Trump
Orange County,18117,Donald Trump,IN,1,5800,8189,0.708267188,Donald Trump
Buena Vista County,19021,Donald Trump,IA,1,4895,8179,0.598483922,Donald Trump
Cassia County,16031,Donald Trump,ID,1,5949,8178,0.727439472,Donald Trump
Northumberland County,51133,Donald Trump,VA,1,5089,8176,0.622431507,Donald Trump
Russell County,21207,Donald Trump,KY,1,6863,8174,0.839613408,Donald Trump
Hughes County,46065,Donald Trump,SD,1,5174,8173,0.633060076,Donald Trump
Jefferson County,20087,Donald Trump,KS,1,5112,8151,0.627162311,Donald Trump
Lampasas County,48281,Donald Trump,TX,1,6371,8149,0.781813719,Donald Trump
Klickitat County,53039,Donald Trump,WA,0.7143,4436,8132,0.545499262,Donald Trump
Clarke County,51043,Donald Trump,VA,1,4657,8131,0.57274628,Donald Trump
Hutchinson County,48233,Donald Trump,TX,1,7039,8126,0.866231848,Donald Trump
Kanabec County,27065,Donald Trump,MN,1,5230,8125,0.643692308,Donald Trump
Lee County,45061,Donald Trump,SC,1,2789,8110,0.343896424,Hillary Clinton
Marion County,21155,Donald Trump,KY,1,5122,8109,0.631643853,Donald Trump
Allen County,21003,Donald Trump,KY,1,6466,8091,0.79915956,Donald Trump
Douglas County,17041,Donald Trump,IL,1,5695,8089,0.704042527,Donald Trump
Wright County,29229,Donald Trump,MO,1,6703,8086,0.828963641,Donald Trump
Ashley County,5003,Donald Trump,AR,1,5338,8083,0.660398367,Donald Trump
Avery County,37011,Donald Trump,NC,1,6226,8060,0.772456576,Donald Trump
Uinta County,56041,Donald Trump,WY,1,6154,8053,0.764187259,Donald Trump
Seminole County,40133,Donald Trump,OK,1,5612,8032,0.698705179,Donald Trump
Perry County,18123,Donald Trump,IN,1,4556,8025,0.567725857,Donald Trump
Bates County,29013,Donald Trump,MO,1,6000,8021,0.748036404,Donald Trump
Henry County,1067,Donald Trump,AL,1,5623,8017,0.701384558,Donald Trump
Cibola County,35006,Donald Trump,NM,1,3179,8017,0.396532369,Hillary Clinton
Greene County,37079,Donald Trump,NC,1,4358,8013,0.543866217,Donald Trump
Hale County,1065,Donald Trump,AL,1,3172,8010,0.396004994,Hillary Clinton
Dickinson County,20041,Donald Trump,KS,1,5905,8008,0.737387612,Donald Trump
Jefferson County,19101,Donald Trump,IA,1,3738,8001,0.467191601,Donald Trump
Wayne County,21231,Donald Trump,KY,1,6370,7991,0.79714679,Donald Trump
Floyd County,19067,Donald Trump,IA,1,4371,7985,0.547401378,Donald Trump
Grainger County,47057,Donald Trump,TN,1,6618,7985,0.828804008,Donald Trump
Cooper County,29053,Donald Trump,MO,1,5623,7976,0.70498997,Donald Trump
Floyd County,51063,Donald Trump,VA,1,5289,7972,0.663447065,Donald Trump
Tyler County,48457,Donald Trump,TX,1,6601,7969,0.828334797,Donald Trump
Jay County,18075,Donald Trump,IN,1,5697,7962,0.715523738,Donald Trump
Richland County,55103,Donald Trump,WI,1,4021,7962,0.505023863,Donald Trump
McIntosh County,40091,Donald Trump,OK,1,5501,7958,0.691254084,Donald Trump
Appomattox County,51011,Donald Trump,VA,1,5714,7954,0.718380689,Donald Trump
Gem County,16045,Donald Trump,ID,1,5980,7952,0.752012072,Donald Trump
Davison County,46035,Donald Trump,SD,1,5157,7952,0.648516097,Donald Trump
Del Norte County,6015,Donald Trump,CA,1,4370,7949,0.549754686,Donald Trump
Rabun County,13241,Donald Trump,GA,1,6287,7949,0.790917096,Donald Trump
Mitchell County,37121,Donald Trump,NC,1,6225,7948,0.783215903,Donald Trump
Ashland County,55003,Donald Trump,WI,1,3428,7926,0.432500631,Hillary Clinton
Sevier County,49041,Donald Trump,UT,0.913,6146,7925,0.775520505,Donald Trump
